,Place,HorseNumber,HorseName,HorseCode,Jockey,Trainer,ActualWeight,DeclarWeight,RunningPosition,LBW,FinishTime,WinOdds,Date,RaceIndex
908,11, 12, MR POTENTIAL, (V270), D Whyte, C H Yip, 117, 1069, 7, 5, 1.42.42, 6.8,20160907,20160907_7
909,2, 10, THE SYLPH, (T055), H W Lai, D E Ferraris, 120, 1028, 12, 1/2, 1.41.71, 12,20160907,20160907_7
910,4, 4, FULL GLORY, (T092), K C Ng, A S Cruz, 120, 1065, 9, 1-1/2, 1.41.83, 38,20160907,20160907_7
911,6, 1, KING OF MONGOLIA, (S414), N Callan, C S Shum, 133, 1130, 10, 1-3/4, 1.41.90, 14,20160907,20160907_7
912,8, 8, ASHKIYR, (P151), S Clipperton, J Moore, 120, 1082, 1, 3-3/4, 1.42.19, 32,20160907,20160907_7
913,10, 11, KA YING KID, (P189), H N Wong, T P Yung, 112, 1073, 2, 4-1/2, 1.42.31, 16,20160907,20160907_7
914,12, 6, OUTLAWED, (T100), B Prebble, P F Yiu, 122, 1233, 11, 9-1/2, 1.43.14, 51,20160907,20160907_7
915,1, 1, HAPPY SURVEYS, (T248), B Prebble, J Size, 133, 1175, 11, -, 1.10.99, 12,20160907,20160907_8
916,3, 12, VICTORY MARVEL, (T426), C Schofield, C Fownes, 114, 1179, 2, 1-1/4, 1.11.19, 2.6,20160907,20160907_8
917,5, 6, REGENCY DARLING, (T138), K K Chiong, K L Man, 116, 1220, 7, 1-3/4, 1.11.29, 14,20160907,20160907_8
918,7, 5, TRAVEL SUCCESSOR, (V121), N Callan, W Y So, 124, 1107, 1, 2-1/2, 1.11.38, 33,20160907,20160907_8
919,9, 3, SUPER TURBO, (V310), Z Purton, D J Hall, 130, 1033, 3, 3-1/4, 1.11.52, 3.9,20160907,20160907_8
920,11, 7, SAN NICASIO, (T398), K C Leung, J Moore, 119, 1115, 5, 3-3/4, 1.11.58, 76,20160907,20160907_8
921,2, 2, SUPER LEADER, (V016), D Whyte, C H Yip, 130, 1106, 4, 3/4, 1.11.12, 13,20160907,20160907_8
922,4, 11, FISH N' CHIPS, (T099), M L Yeung, A Lee, 112, 1091, 10, 1-1/4, 1.11.21, 76,20160907,20160907_8
923,6, 9, LUCKY PROFIT, (S335), J Moreira, C S Shum, 117, 1139, 6, 2-1/4, 1.11.35, 4.2,20160907,20160907_8
924,8, 10, TRUMP, (P106), K C Ng, T K Ng, 111, 1176, 8, 2-3/4, 1.11.42, 99,20160907,20160907_8
925,10, 4, SKY MAN, (S091), K Teetan, P F Yiu, 125, 1164, 9, 3-1/4, 1.11.53, 26,20160907,20160907_8
926,12, 8, STAR OF YAN OI, (T389), M Chadwick, T P Yung, 118, 1253, 12, 20-1/2, 1.14.27, 99,20160907,20160907_8
927,1, 4, DIAMOND BIT, (T153), N Rawiller, Y S Tsui, 126, 1101, 9, -, 1.09.75, 6.3,20160907,20160907_1
928,3, 7, ROBUST MOMENTUM, (P422), O Doleuze, C Fownes, 120, 1191, 2, 1, 1.09.93, 7.6,20160907,20160907_1
929,5, 1, BEAR CHUM, (V203), J Moreira, D E Ferraris, 133, 1206, 6, 1-3/4, 1.10.03, 3.2,20160907,20160907_1
930,7, 9, SEA WARRIOR, (P411), S Clipperton, W Y So, 117, 1099, 8, 5-1/4, 1.10.58, 11,20160907,20160907_1
931,9, 5, GENTRY, (V042), D Whyte, C H Yip, 126, 1050, 1, 7-1/2, 1.10.96, 15,20160907,20160907_1
932,2, 6, REGENCY HORSE, (V282), N Callan, W Y So, 126, 1109, 4, N, 1.09.80, 8,20160907,20160907_1
933,4, 2, ACCLAIMED LIGHT, (T369), K C Leung, P O'Sullivan, 130, 1002, 3, 1-1/2, 1.10.00, 5.8,20160907,20160907_1
934,6, 8, PEACE COMBINATION, (T091), K Teetan, C Fownes, 119, 1062, 7, 2, 1.10.08, 28,20160907,20160907_1
935,8, 3, WONDERFUL CHASER, (V258), Z Purton, K W Lui, 128, 1133, 5, 6-1/4, 1.10.73, 7.8,20160907,20160907_1
936,1, 1, INVISIBLE, (T418), J Moreira, C Fownes, 133, 1139, 14, -, 1.10.07, 10,20160907,20160907_2
937,3, 7, O'SOCOOLE, (S032), H T Mo, D Cruz, 120, 1057, 3, 3/4, 1.10.20, 19,20160907,20160907_2
938,5, 2, PRINCE FALCON, (T144), S Clipperton, J Moore, 133, 1050, 7, 2-1/4, 1.10.43, 8,20160907,20160907_2
939,7, 14, STARRY STARLIES, (T429), C Schofield, P O'Sullivan, 123, 1172, 2, 2-1/2, 1.10.46, 14,20160907,20160907_2
940,9, 12, LEAN JOURNEY, (S389), Z Purton, C H Yip, 125, 1113, 4, 6-1/4, 1.11.06, 3.6,20160907,20160907_2
941,11, 5, LUCKY SEBRING, (V091), H N Wong, Y S Tsui, 125, 1058, 13, 7-1/4, 1.11.22, 99,20160907,20160907_2
942,13, 6, MASTER PINNACLE, (S351), T H So, A Lee, 130, 1002, 12, 9, 1.11.52, 99,20160907,20160907_2
943,WV, PEACE ON EARTH, (S254), B Prebble, L Ho, 133, 1088, ---, ---, -,,,20160907,20160907_2
944,2, 3, RUGBY DIAMOND, (S432), M Chadwick, W Y So, 133, 1031, 5, SH, 1.10.07, 24,20160907,20160907_2
945,4, 13, LUCKY PLACE, (T004), O Doleuze, C W Chang, 125, 1067, 10, 1-3/4, 1.10.35, 8.4,20160907,20160907_2
946,6, 11, GOLDEN GUNNERS, (N330), K K Chiong, K W Lui, 118, 1018, 8, 2-1/2, 1.10.46, 4,20160907,20160907_2
947,8, 4, FREE NOVEMBER, (T123), O Bosson, R Gibson, 132, 1097, 9, 3, 1.10.53, 13,20160907,20160907_2
948,10, 9, LUCKY BALL, (T130), N Callan, D J Hall, 129, 1045, 6, 7, 1.11.19, 23,20160907,20160907_2
949,12, 8, SOCCER BRAVE, (T233), N Rawiller, D E Ferraris, 130, 1029, 1, 8-1/4, 1.11.38, 20,20160907,20160907_2
950,14, 10, STORM KID, (S338), K C Ng, T K Ng, 123, 1141, 11, 21, 1.13.44, 99,20160907,20160907_2
951,1, 3, EASY TOUCH, (V269), M L Yeung, C S Shum, 129, 1192, 6, -, 1.09.77, 62,20160907,20160907_3
952,3, 7, SIGHT SEEING, (S291), B Prebble, W Y So, 122, 1099, 1, 1-1/2, 1.10.00, 2.7,20160907,20160907_3
953,5, 5, GAME OF FUN, (V146), J Moreira, J Size, 126, 990, 2, 2-1/2, 1.10.16, 3.7,20160907,20160907_3
954,7, 1, KINGSTON JUMBO, (P283), K C Leung, L Ho, 131, 1076, 4, 5, 1.10.58, 18,20160907,20160907_3
955,9, 10, EVERYONE'S CHOICE, (P208), H W Lai, K L Man, 115, 1151, 5, 7-1/4, 1.10.94, 50,20160907,20160907_3
956,2, 6, CLEVER SPIRIT, (T333), K Teetan, C Fownes, 122, 1134, 10, 1-1/4, 1.09.95, 4.3,20160907,20160907_3
957,4, 4, SPICY KAKA, (V323), S Clipperton, J Moore, 131, 1168, 8, 1-1/2, 1.10.02, 8.7,20160907,20160907_3
958,6, 9, SOARING WYVERN, (T278), C Y Ho, D J Hall, 116, 1099, 3, 3-3/4, 1.10.36, 10,20160907,20160907_3
959,8, 2, FUN MANAGER, (V220), D Whyte, C H Yip, 132, 1062, 9, 7, 1.10.88, 37,20160907,20160907_3
960,10, 8, FLYING PROSPERITY, (V159), N Callan, W Y So, 121, 1115, 7, 18-1/4, 1.12.70, 71,20160907,20160907_3
961,1, 2, SNOW SLIDER, (P438), K K Chiong, P F Yiu, 121, 1141, 3, -, 1.22.07, 7.4,20160907,20160907_4
962,3, 11, REWARDING FLYER, (T401), S Clipperton, J Moore, 121, 1037, 2, 1-1/4, 1.22.26, 3.6,20160907,20160907_4
963,5, 1, SUPER MAN, (T213), N Callan, W Y So, 133, 1182, 11, 1-3/4, 1.22.36, 3.5,20160907,20160907_4
964,7, 12, TRIUMPHANT LIGHT, (T224), D Whyte, D E Ferraris, 119, 1048, 14, 2-1/4, 1.22.43, 16,20160907,20160907_4
965,9, 13, MY BLESSING, (V164), T H So, C H Yip, 116, 1048, 10, 4-1/4, 1.22.75, 99,20160907,20160907_4
966,11, 3, HAPPY GAINS, (V252), C Schofield, K L Man, 127, 1118, 4, 4-1/2, 1.22.79, 44,20160907,20160907_4
967,13, 6, WORKS OF ART, (V212), J Moreira, J Size, 125, 1118, 5, 5, 1.22.88, 8.8,20160907,20160907_4
968,2, 7, HIT A HOME RUN, (N248), O Bosson, D J Hall, 123, 1088, 7, 3/4, 1.22.21, 15,20160907,20160907_4
969,4, 4, FANCY MUSIC, (V048), K C Leung, P O'Sullivan, 123, 1076, 9, 1-3/4, 1.22.35, 26,20160907,20160907_4
970,6, 5, GREAT JOY, (T338), K Teetan, D J Hall, 125, 1021, 6, 2-1/4, 1.22.41, 9.3,20160907,20160907_4
971,8, 14, WINGOLD, (T202), M L Yeung, A Lee, 112, 1168, 12, 2-3/4, 1.22.53, 22,20160907,20160907_4
972,10, 8, AUDACITY, (V238), K C Ng, L Ho, 117, 1066, 1, 4-1/4, 1.22.77, 99,20160907,20160907_4
973,12, 10, PENNY LANE, (P021), C Y Ho, A T Millard, 119, 1178, 8, 4-3/4, 1.22.84, 24,20160907,20160907_4
974,14, 9, HARMONY PARTNERS, (V160), H T Mo, D Cruz, 111, 1100, 13, 15, 1.24.47, 63,20160907,20160907_4
975,1, 5, MASTER GOLD, (T325), K C Leung, L Ho, 122, 1105, 11, -, 1.38.67, 13,20160907,20160907_5
976,3, 1, GO GO WIN, (S073), B Prebble, P F Yiu, 133, 1193, 3, 1, 1.38.85, 8.8,20160907,20160907_5
977,5, 7, GERONIMO MEADOW, (N226), C Y Ho, D J Hall, 118, 1063, 1, 3-3/4, 1.39.25, 12,20160907,20160907_5
978,7, 11, DRAGON HARMONY, (T283), J Moreira, J Moore, 116, 1166, 10, 4-1/4, 1.39.36, 2.8,20160907,20160907_5
979,9, 9, SIR JOHN, (P344), C Schofield, W Y So, 120, 1142, 6, 6-3/4, 1.39.75, 35,20160907,20160907_5
980,11, 4, DASHING SUPER, (N348), N Rawiller, Y S Tsui, 126, 1177, 2, 10, 1.40.28, 10,20160907,20160907_5
981,2, 2, ELECTRONIC PHOENIX, (S343), K Teetan, T P Yung, 132, 1165, 9, HD, 1.38.70, 7.7,20160907,20160907_5
982,4, 8, IMPERIAL CONCORDE, (P425), K K Chiong, K W Lui, 113, 1136, 12, 1-1/2, 1.38.89, 13,20160907,20160907_5
983,6, 3, DIAMOND FRIENDS, (S376), Z Purton, J Size, 129, 1051, 4, 4-1/4, 1.39.35, 5.2,20160907,20160907_5
984,8, 12, FAITHFUL BOY, (T089), H N Wong, Y S Tsui, 107, 1071, 8, 4-3/4, 1.39.43, 51,20160907,20160907_5
985,10, 6, PRECISIONCRAFTSMAN, (V036), M L Yeung, T P Yung, 119, 1067, 5, 9-3/4, 1.40.24, 73,20160907,20160907_5
986,12, 10, CHEERFUL FRAME, (S300), T H So, C H Yip, 114, 1156, 7, 18-3/4, 1.41.68, 27,20160907,20160907_5
987,1, 10, VANILLA, (P439), M L Yeung, C Fownes, 116, 1098, 10, -, 1.39.22, 10,20160907,20160907_6
988,3, 1, NORTHERN FALLS, (T354), Z Purton, T P Yung, 133, 1105, 8, 1/2, 1.39.32, 14,20160907,20160907_6
989,5, 14, SURE PEACE, (S326), K Teetan, J Moore, 115, 1140, 4, 1-3/4, 1.39.52, 7.9,20160907,20160907_6
990,7, 4, HAPPY CONTENDER, (T363), O Doleuze, R Gibson, 127, 1125, 1, 2-1/2, 1.39.62, 4.4,20160907,20160907_6
991,9, 11, BISHOP'S LEAP, (V190), K C Ng, A S Cruz, 112, 1025, 6, 5, 1.40.03, 53,20160907,20160907_6
992,11, 6, BIG BANG BONG, (V186), C Y Ho, J Size, 124, 1066, 14, 7-1/4, 1.40.37, 26,20160907,20160907_6
993,13, 2, DASHING KING, (T297), N Callan, Y S Tsui, 130, 1109, 13, 10-1/2, 1.40.90, 30,20160907,20160907_6
994,2, 13, IMPERIAL GALLANTRY, (T028), K C Leung, P O'Sullivan, 115, 1131, 5, 1/2, 1.39.30, 26,20160907,20160907_6
995,4, 12, GOAL FOR GOLD, (S439), J Moreira, C S Shum, 116, 1093, 9, 1/2, 1.39.33, 2.4,20160907,20160907_6
996,6, 5, SHARP SAILOR, (V188), H T Mo, C S Shum, 117, 1001, 2, 2-1/4, 1.39.59, 19,20160907,20160907_6
997,8, 8, NOBLE ALPHA, (M339), M Chadwick, C W Chang, 124, 1089, 7, 3-1/4, 1.39.72, 27,20160907,20160907_6
998,10, 3, SKYROCKETS, (T096), S Clipperton, P F Yiu, 128, 1175, 3, 6-1/2, 1.40.26, 22,20160907,20160907_6
999,12, 7, SEE ME NOW, (V171), H W Lai, K W Lui, 125, 958, 11, 7-1/2, 1.40.41, 96,20160907,20160907_6
1000,UR, 9, SILVERFIELD, (S106), T H So, T K Ng, 120, 1042, 12, -,,,20160907,20160907_6
1001,1, 5, BEAUTY MASTER, (V135), Z Purton, A S Cruz, 123, 1123, 7, -, 0.56.94, 2.6,20160907,20160907_7
1002,3, 2, DRAGON MASTER, (V099), K Teetan, C W Chang, 131, 1096, 11, 1-1/4, 0.57.13, 4.1,20160907,20160907_7
1003,5, 11, ROYALE ELEGANCE, (S098), M Chadwick, W Y So, 114, 1067, 1, 1-3/4, 0.57.21, 21,20160907,20160907_7
1004,7, 1, GO BABY GO, (N033), N Rawiller, C H Yip, 133, 1097, 10, 3-1/4, 0.57.46, 8.7,20160907,20160907_7
1005,9, 7, OCEAN ROAR, (N317), M L Yeung, A Lee, 120, 1183, 5, 6-3/4, 0.58.02, 59,20160907,20160907_7
1006,11, 4, GALLANT ROCK, (S240), K K Chiong, A T Millard, 120, 1194, 8, 8-3/4, 0.58.34, 8.1,20160907,20160907_7
1007,2, 10, THOR THE GREATEST, (P396), J Moreira, T P Yung, 117, 1170, 4, 1-1/4, 0.57.11, 7.2,20160907,20160907_7
1008,4, 8, RED KYLIN, (T052), C Schofield, P F Yiu, 120, 1114, 3, 1-1/2, 0.57.18, 19,20160907,20160907_7
1009,6, 3, TIMELY ARRIVED, (S431), H N Wong, Y S Tsui, 121, 1161, 2, 2-3/4, 0.57.39, 33,20160907,20160907_7
1010,8, 6, GRACE HEART, (S399), O Bosson, C Fownes, 123, 998, 9, 4, 0.57.56, 20,20160907,20160907_7
1011,10, 9, RAICHU, (V414), D Whyte, D E Ferraris, 118, 993, 6, 7-1/4, 0.58.09, 70,20160907,20160907_7
1012,1, 8, LUCKY GIRL, (T355), K K Chiong, C H Yip, 111, 1220, 7, -, 1.33.49, 6.8,20160907,20160907_8
1013,3, 11, CALIFORNIA DISEGNO, (V170), M Chadwick, A S Cruz, 116, 1083, 4, 2-1/4, 1.33.87, 7.4,20160907,20160907_8
1014,5, 6, STAR MAJESTIC, (S093), D Whyte, P O'Sullivan, 123, 1112, 14, 3, 1.33.97, 11,20160907,20160907_8
1015,7, 13, MIGHTY MAVERICK, (V150), K C Leung, D Cruz, 115, 1130, 3, 4, 1.34.12, 10,20160907,20160907_8
1016,9, 5, TOP ACT, (P435), K Teetan, A T Millard, 128, 1120, 13, 5-1/2, 1.34.37, 33,20160907,20160907_8
1017,11, 4, RENAISSANCE ART, (T197), Z Purton, C Fownes, 130, 1090, 10, 6-1/4, 1.34.50, 9.8,20160907,20160907_8
1018,13, 3, SERGEANT TITANIUM, (S332), B Prebble, J Size, 132, 1129, 11, 9-3/4, 1.35.04, 6.3,20160907,20160907_8
1019,2, 12, ULTIMATE GLORY, (S235), H W Lai, K L Man, 116, 1207, 2, 1-1/2, 1.33.73, 20,20160907,20160907_8
1020,4, 2, PACKING LLAREGYB, (S109), N Rawiller, P F Yiu, 133, 1146, 1, 2-3/4, 1.33.92, 11,20160907,20160907_8
1021,6, 1, HARBOUR MASTER, (S145), J Moreira, J Moore, 133, 1162, 5, 3-1/2, 1.34.04, 23,20160907,20160907_8
1022,8, 10, UP AND COMING, (S266), C Y Ho, K W Lui, 115, 1126, 9, 4-1/2, 1.34.21, 16,20160907,20160907_8
1023,10, 14, SIMPLY INVINCIBLE, (V094), C Schofield, D J Hall, 115, 1070, 8, 5-3/4, 1.34.41, 6.8,20160907,20160907_8
1024,12, 9, SUPREME PROFIT, (P230), H T Mo, C S Shum, 108, 1280, 12, 7-1/2, 1.34.68, 19,20160907,20160907_8
1025,14, 7, UNIVERSAL UNION, (S263), H N Wong, T P Yung, 116, 1206, 6, 13-1/2, 1.35.63, 49,20160907,20160907_8
1026,1, 10, LANG TAI SING, (S280), K Teetan, K L Man, 121, 1078, 3, -, 1.08.97, 10,20160907,20160907_9
1027,3, 14, HARBOUR NOVA, (T432), C Schofield, P O'Sullivan, 116, 1186, 5, 1-3/4, 1.09.26, 17,20160907,20160907_9
1028,5, 5, CHARITY GLORY, (T302), N Rawiller, C S Shum, 129, 1162, 11, 2-1/2, 1.09.36, 13,20160907,20160907_9
1029,7, 2, GREEN CARD, (V126), D Whyte, J Moore, 132, 1158, 6, 4-1/4, 1.09.64, 5.5,20160907,20160907_9
1030,9, 13, RIGHT CALL, (V024), K K Chiong, J Size, 111, 1129, 14, 4-1/2, 1.09.70, 31,20160907,20160907_9
1031,11, 11, GOLDEN DEER, (P121), K C Leung, T P Yung, 117, 1127, 13, 5, 1.09.75, 99,20160907,20160907_9
1032,13, 4, FABULOUS NOVEMBER, (N342), O Bosson, R Gibson, 130, 1164, 7, 7-1/4, 1.10.12, 64,20160907,20160907_9
1033,2, 8, FAIRY TWINS, (V222), N Callan, W Y So, 123, 1188, 1, 3/4, 1.09.10, 1.8,20160907,20160907_9
1034,4, 7, FLYING FORCE, (V014), J Moreira, C H Yip, 124, 1069, 12, 1-3/4, 1.09.27, 8.3,20160907,20160907_9
1035,6, 12, PAKISTAN BABY, (S442), M Chadwick, A S Cruz, 119, 1033, 9, 2-1/2, 1.09.37, 38,20160907,20160907_9
1036,8, 1, DIAMOND DRAGON, (V002), B Prebble, K W Lui, 133, 1117, 8, 4-1/4, 1.09.65, 53,20160907,20160907_9
1037,10, 6, SHAMAL, (V290), Y T Cheng, Y S Tsui, 128, 1213, 2, 4-3/4, 1.09.73, 99,20160907,20160907_9
1038,12, 9, FIVE UP HIGH, (S276), C Y Ho, A T Millard, 120, 1104, 4, 6-1/4, 1.09.98, 44,20160907,20160907_9
1039,14, 3, CAPE THE FAITH, (V349), O Doleuze, C Fownes, 130, 1068, 10, 9-1/2, 1.10.49, 99,20160907,20160907_9
1040,1, 1, JOLLY BANNER, (V077), K C Leung, P F Yiu, 131, 1031, 10, -, 1.21.45, 10,20160907,20160907_10
1041,3, 5, BEAUTY KINGDOM, (T189), K K Chiong, A S Cruz, 118, 1093, 6, 2, 1.21.72, 6.2,20160907,20160907_10
1042,5, 12, LANSBURY, (T164), C Schofield, D J Hall, 118, 1150, 5, 3, 1.21.92, 39,20160907,20160907_10
1043,7, 8, RUN FORREST, (T176), N Rawiller, C S Shum, 123, 1080, 4, 3-3/4, 1.22.03, 9.5,20160907,20160907_10
1044,9, 4, THE SHOW, (T256), D Whyte, C H Yip, 127, 1083, 9, 5-3/4, 1.22.36, 28,20160907,20160907_10
1045,11, 6, LOTUS BREEZE, (T112), B Prebble, W Y So, 125, 1075, 7, 7-1/4, 1.22.60, 18,20160907,20160907_10
1046,13, 10, SUNNY ORIENT, (V302), S Clipperton, T P Yung, 121, 1102, 8, 14-3/4, 1.23.80, 28,20160907,20160907_10
1047,2, 13, MAGNETISM, (V114), J Moreira, D E Ferraris, 117, 1117, 3, 1-1/4, 1.21.61, 3.1,20160907,20160907_10
1048,4, 11, CARE FREE PRINCE, (V069), H W Lai, K L Man, 119, 1117, 2, 2-1/2, 1.21.86, 8.5,20160907,20160907_10
1049,6, 2, AVELLINO, (T388), N Callan, P O'Sullivan, 129, 1095, 13, 3-1/4, 1.21.98, 27,20160907,20160907_10
1050,8, 14, TEAM SWEET, (V089), K Teetan, J Moore, 117, 1103, 11, 4-1/4, 1.22.12, 11,20160907,20160907_10
1051,10, 3, THUNDER STOMP, (V279), Y T Cheng, Y S Tsui, 128, 1164, 1, 7, 1.22.57, 99,20160907,20160907_10
1052,12, 9, RAGING BULL, (S370), C Y Ho, J Size, 119, 1126, 14, 9-3/4, 1.22.99, 69,20160907,20160907_10
1053,14, 7, FASHION MAESTRO, (S297), Z Purton, K W Lui, 123, 1097, 12, 22-1/2, 1.25.04, 8.5,20160907,20160907_10
1054,1, 5, FORZA AVANTI, (V090), J Moreira, Y S Tsui, 131, 1092, 7, -, 1.11.25, 2.9,20160907,20160907_2
1055,3, 4, TREASURE AND GOLD, (V027), M Chadwick, C H Yip, 132, 1120, 9, 2, 1.11.57, 71,20160907,20160907_2
1056,5, 8, ORIENTAL FANTASIA, (P269), Y T Cheng, Y S Tsui, 122, 1114, 4, 3-1/2, 1.11.79, 8.9,20160907,20160907_2
1057,7, 1, FOREVER FUN, (S130), H N Wong, K L Man, 126, 1017, 1, 5, 1.12.04, 7.2,20160907,20160907_2
1058,9, 11, NOBLE BUDDIES, (T356), M L Yeung, A Lee, 113, 1153, 2, 7, 1.12.35, 20,20160907,20160907_2
1059,11, 3, RUGBY DIAMOND, (S432), N Rawiller, W Y So, 132, 1027, 12, 12-3/4, 1.13.29, 10,20160907,20160907_2
1060,2, 6, IDYLLIC WIND, (N139), D Whyte, T K Ng, 131, 1185, 3, 1-1/4, 1.11.45, 7.5,20160907,20160907_2
1061,4, 7, REAL SUPREME, (L247), O Doleuze, C W Chang, 131, 1155, 6, 2-1/2, 1.11.67, 15,20160907,20160907_2
1062,6, 12, PROPEL REPEL, (T034), H W Lai, C W Chang, 113, 1134, 5, 4-3/4, 1.12.02, 25,20160907,20160907_2
1063,8, 10, ALL TIMES LUCKY, (P064), K C Leung, L Ho, 115, 1025, 10, 6, 1.12.22, 21,20160907,20160907_2
1064,10, 9, KING OF SMARTS, (S176), K K Chiong, D Cruz, 109, 1061, 11, 7-3/4, 1.12.50, 29,20160907,20160907_2
1065,12, 2, SHOWING CHARACTER, (T289), B Prebble, D E Ferraris, 133, 1096, 8, 14-1/4, 1.13.54, 6.8,20160907,20160907_2
1066,1, 2, SO CAFFE, (S258), J Moreira, C Fownes, 133, 1117, 3, -, 1.40.89, 2.8,20160907,20160907_3
1067,3, 7, PEARL WARM WARM, (T183), M L Yeung, P O'Sullivan, 116, 1113, 2, 1-1/2, 1.41.12, 14,20160907,20160907_3
1068,5, 4, CHATER LEGEND, (T151), D Whyte, D E Ferraris, 125, 1051, 10, 2, 1.41.20, 4.9,20160907,20160907_3
1069,7, 8, LUCKY HAMMER, (P417), H N Wong, Y S Tsui, 110, 1093, 4, 6-1/2, 1.41.93, 10,20160907,20160907_3
1070,9, 10, COLOSSUS, (T170), S Clipperton, J Moore, 117, 1194, 6, 7, 1.42.01, 19,20160907,20160907_3
1071,2, 5, LITTLE ISLAND, (T390), Z Purton, K L Man, 124, 1021, 7, 1-1/4, 1.41.11, 5.6,20160907,20160907_3
1072,4, 6, BEAUTY LOVE, (V025), K K Chiong, A S Cruz, 113, 1073, 5, 1-3/4, 1.41.17, 7.8,20160907,20160907_3
1073,6, 9, MISSION POSSIBLE, (V043), C Schofield, C S Shum, 117, 989, 1, 2-1/2, 1.41.29, 9.2,20160907,20160907_3
1074,8, 1, JOYFUL PARK, (S382), O Bosson, T P Yung, 133, 1214, 9, 7, 1.42.01, 61,20160907,20160907_3
1075,10, 3, BALAY BALAY, (V247), K Teetan, A T Millard, 125, 1144, 8, 10, 1.42.47, 75,20160907,20160907_3
1076,1, 12, FORMULA GALORE, (V011), J Moreira, C Fownes, 115, 1074, 12, -, 1.10.69, 4.9,20160907,20160907_4
1077,3, 9, NATURAL TEAM, (P257), H W Lai, K L Man, 120, 1012, 10, 1-3/4, 1.10.95, 83,20160907,20160907_4
1078,5, 8, HASTA LA VISTA, (T350), D Whyte, J Size, 121, 1005, 1, 2-1/4, 1.11.04, 25,20160907,20160907_4
1079,7, 4, MASSIVE MILLENNIUM, (T381), N Rawiller, D E Ferraris, 128, 1175, 5, 3-1/4, 1.11.21, 4.1,20160907,20160907_4
1080,9, 10, PROMPT EXPRESS, (T168), K C Leung, P F Yiu, 115, 1169, 11, 3-3/4, 1.11.27, 22,20160907,20160907_4
1081,11, 11, MASSIVE POWER, (T339), C Schofield, L Ho, 115, 1112, 3, 5-1/4, 1.11.53, 15,20160907,20160907_4
1082,2, 2, COUR VALANT, (P190), N Callan, D Cruz, 129, 1030, 8, 1-1/2, 1.10.93, 12,20160907,20160907_4
1083,4, 3, GRACYDAD, (V200), O Bosson, D J Hall, 128, 1098, 7, 1-3/4, 1.10.98, 36,20160907,20160907_4
1084,6, 5, HOT HOT PEPPER, (V026), Z Purton, P O'Sullivan, 126, 1140, 2, 2-1/4, 1.11.06, 2.6,20160907,20160907_4
1085,8, 1, SUPREME FLIGHT, (M199), K K Chiong, A T Millard, 126, 1073, 4, 3-1/2, 1.11.25, 9.6,20160907,20160907_4
1086,10, 6, LETSGOFREE, (T292), C Y Ho, K W Lui, 120, 1017, 6, 3-3/4, 1.11.28, 99,20160907,20160907_4
1087,12, 7, GOLDEN GLORY, (T076), K Teetan, A Lee, 121, 1062, 9, 5-1/2, 1.11.55, 66,20160907,20160907_4
1088,1, 9, NITRO EXPRESS, (T353), C Schofield, D E Ferraris, 116, 1175, 6, -, 1.40.94, 11,20160907,20160907_5
1089,3, 4, ENORMOUS HONOUR, (T236), B Prebble, Y S Tsui, 128, 1134, 3, 2-1/2, 1.41.36, 11,20160907,20160907_5
1090,5, 5, CLASSIC EMPEROR, (T193), Z Purton, W Y So, 125, 1129, 7, 3, 1.41.43, 3.4,20160907,20160907_5
1091,7, 10, ROYAL PARTNER, (N394), J Moreira, C Fownes, 116, 1062, 8, 4, 1.41.57, 3,20160907,20160907_5
1092,9, 2, JOLLY GENE, (T146), M Chadwick, A S Cruz, 131, 1088, 1, 7-3/4, 1.42.17, 19,20160907,20160907_5
1093,2, 6, INDUSTRIALIST WAY, (S023), O Bosson, C H Yip, 125, 1201, 4, 2, 1.41.25, 28,20160907,20160907_5
1094,4, 7, CHEERFUL BOY, (V019), H N Wong, C S Shum, 116, 1096, 2, 3, 1.41.43, 4.9,20160907,20160907_5
1095,6, 1, JOYFUL MOMENTS, (T134), N Callan, R Gibson, 133, 1097, 5, 4, 1.41.56, 19,20160907,20160907_5
1096,8, 3, BEAUTY PRINCE, (T411), S Clipperton, J Moore, 128, 1274, 10, 4-1/4, 1.41.60, 19,20160907,20160907_5
1097,10, 8, ACTUARIAT, (V215), K Teetan, P O'Sullivan, 122, 1171, 9, 12-1/2, 1.42.94, 46,20160907,20160907_5
1098,1, 9, JUNZI, (V274), N Callan, W Y So, 125, 1007, 11, -, 0.57.94, 13,20160907,20160907_6
1099,3, 11, MASSIVE MOVE, (T073), K K Chiong, L Ho, 114, 1109, 8, 1-3/4, 0.58.21, 28,20160907,20160907_6
1100,5, 3, JUMBO HAPPINESS, (V315), B Prebble, C Fownes, 130, 1083, 10, 2, 0.58.25, 76,20160907,20160907_6
1101,7, 4, THE FULL BLOOM, (V243), C Schofield, C H Yip, 129, 1042, 2, 2, 0.58.28, 14,20160907,20160907_6
1102,9, 12, HAPPY SOUND, (V107), H W Lai, A Lee, 120, 1125, 1, 4-3/4, 0.58.68, 7.6,20160907,20160907_6
1103,11, 5, LYRIC ACE, (S047), K C Leung, D Cruz, 126, 1054, 3, 6, 0.58.90, 10,20160907,20160907_6
1104,2, 1, BEAUTY CONNECTION, (T415), Z Purton, A S Cruz, 133, 1130, 9, N, 0.58.00, 6,20160907,20160907_6
